Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country,Applicant_per_position
Senior Accountant,Full Time,on-site,DMG Mori,"New Cairo, Cairo",56,228,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'microsoft excel', 'financial', 'accounting principles', 'accounts payable', 'account receivable', 'book keeping', 'auditing', 'general ledger', 'ledger', 'financial analysis']",both,901,3,5,New Cairo, Cairo,228
Senior Accountant,Full Time,on-site,Zewail City,"6th of October, Giza",56,242,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial', 'financial analysis', 'finance', 'microsoft excel', 'sap']",both,901,4,6,6th of October, Giza,242
Senior Accountant,Full Time,on-site,IMOCO,"Nasr City, Cairo",28,210,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'certified accountant', 'certified public accountant', 'finance', 'gaap', 'financial', 'accounting software', 'excel', 'financial analysis', 'tax', 'accounting', 'english']",both,901,5,,Nasr City, Cairo,210
Senior Accountant,Full Time,on-site,Mr. Tailor,"Maadi, Cairo",56,131,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial accounting', 'financial analysis', 'reporting', 'retail']",both,901,1,3,Maadi, Cairo,131
Senior Accountant,Full Time,on-site,Gulfmed Egypt,"Maadi, Cairo",56,238,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['business', 'finance', 'accounting']",Males Preferred,901,3,7,Maadi, Cairo,238
Senior Accountant,Full Time,on-site,Not Specified,"Riyadh, Saudi Arabia",56,336,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'business', 'certified accountant', 'excel', 'finance', 'financial', 'financial analysis', 'financial', 'gaap', 'general ledger', 'certified public accountant']",both,901,10,15,Riyadh, Saudi Arabia,336
Senior Accountant,Full Time,on-site,Intelligent for field Marketing,"Nasr City, Cairo",56,102,1,Experienced (Non-Manager),Not Specified,7000 To 10000 EGP Per Month,Accounting/Finance,"['finance', 'financial analysis', 'cost', 'accounting']",both,901,3,5,Nasr City, Cairo,102
Senior Accountant,Full Time,on-site,Green Mass,"New Cairo, Cairo",24,163,1,Manager,Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'general ledger', 'generally accepted accounting principles', 'financial analysis', 'accounting software', 'gaap']",both,901,5,7,New Cairo, Cairo,163
Senior Accountant,Full Time,on-site,Not Specified,"Cairo, Egypt",5,134,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'financial analysis', 'financial', 'ms', 'microsoft excel']",both,901,5,7,Cairo, Egypt,134
Senior Accountant,Full Time,on-site,Helm Organization,"Maadi, Cairo",12,62,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'enterprise resource planning', 'excel', 'finance', 'financial analysis', 'financial', 'microsoft excel', 'odoo', 'english']",both,901,4,7,Maadi, Cairo,62
Senior Accountant,Full Time,on-site,TRAVCO GROUP,"Sheikh Zayed, Giza",17,273,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accountant', 'accounting', 'english', 'excel', 'finance', 'microsoft excel', 'vlookups', 'business', 'senior']",Male,901,4,7,Sheikh Zayed, Giza,273
Senior Accountant,Full Time,on-site,El Arabia for Import and Export,"Mokattam, Cairo",12,81,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['finance', 'accounting', 'microsoft', 'financial reporting', 'financial analysis', 'tax regulations']",both,901,3,5,Mokattam, Cairo,81
Senior Accountant,Full Time,on-site,metco,"Zamalek, Cairo",10,243,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'financial accounting', 'financial', 'construction', 'accounting software', 'general ledger', 'financial analysis', 'business', 'certified accountant', 'certified public accountant', 'financial', 'gaap']",both,901,5,10,Zamalek, Cairo,121
Senior Accountant,Full Time,on-site,grfn,"Dubai, United Arab Emirates",25,264,1,Experienced (Non-Manager),Not Specified,8000 To 8000 AED Per Month,Accounting/Finance,"['accounting', 'certified accountant', 'finance', 'certified public accountant', 'financial']",both,901,7,10,Dubai, United Arab Emirates,264
Senior Accountant,Full Time,on-site,Not Specified,"Sheraton, Cairo",28,196,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'construction', 'engineering', 'finance', 'erp system']",both,901,5,10,Sheraton, Cairo,196
Senior Accountant,Full Time,on-site,Masr El Gdeda Travel,"Cairo, Egypt",6,82,1,Experienced (Non-Manager),Not Specified,6500 To 8000 EGP Per Month,Accounting/Finance,"['accountant', 'accounting', 'finance', 'financial analysis', 'financial', 'senior accountant']",both,901,2,5,Cairo, Egypt,82
Senior Accountant,Full Time,on-site,Fast Access,"Riyadh, Saudi Arabia",56,373,1,Experienced (Non-Manager),Not Specified,3500 To 5000 SAR Per Month,Accounting/Finance,"['accounting', 'accounting software', 'financial analysis', 'financial', 'finance', 'reporting', 'enterprise resource planning']",both,901,4,6,Riyadh, Saudi Arabia,373
Senior Accountant,Full Time,on-site,Not Specified,"Cairo, Egypt",11,163,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'english', 'microsoft excel', 'accounting software', 'finance', 'financial analysis', 'financial', 'quickbooks', 'excel']",both,901,4,8,Cairo, Egypt,163
Senior Accountant,Full Time,on-site,Boston Federal Financial,"Glim, Alexandria",56,99,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Monthly Bonus + Medical Insurance The Salary Is Decided Based On The Experience And The Language Skills Of The Candidates.",Accounting/Finance,"['accounting software', 'certified accountant', 'certified public accountant', 'excel', 'accounting', 'financial analysis', 'financial', 'gaap', 'general ledger', 'business', 'finance', 'financial']",both,901,4,7,Glim, Alexandria,49
Senior Accountant,Full Time,on-site,Sunshine For Logistic Service s,"New Cairo, Cairo",19,206,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'odoo', 'tax', 'tax laws', 'vat']",both,901,5,7,New Cairo, Cairo,206
Senior Accountant,Full Time,on-site,torino for real estate developments,"Glim, Alexandria",28,191,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'financial', 'financial accounting']",both,901,5,6,Glim, Alexandria,191
Senior Accountant,Full Time,on-site,NAS FOR SHIPPING AND INTERNATIONAL TRADING,"Bab Sharq, Alexandria",28,227,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['excel', 'general ledger']",both,901,5,10,Bab Sharq, Alexandria,227
Senior Accountant,Full Time,on-site,Egyptian English Language schools,"Mandara, Alexandria",11,120,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['finance', 'accounting', 'financial analysis', 'financial', 'microsoft excel', 'excel', 'ms']",both,901,7,9,Mandara, Alexandria,120
Senior Accountant,Full Time,on-site,Smart Technology Solutions,"New Damietta, Damietta",18,12,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Family Medical Insurance. Annual Education Budget To Attend Trainings, Courses, Or Conferences Of Your Choice AND A Udemy Business Account.",Accounting/Finance,"['enterprise resource planning', 'excel', 'finance', 'financial analysis', 'ifrs', 'microsoft excel', 'reporting', 'taxation', 'accounting', 'certified accountant', 'certified public accountant', 'financial']",both,901,5,8,New Damietta, Damietta,12
Senior Accountant,Full Time,on-site,Alwadi Holding,"Mohandessin, Giza",56,164,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accountant', 'accounting', 'accounting software', 'certified accountant', 'certified public accountant', 'english', 'excel', 'finance', 'financial analysis', 'financial', 'general ledger', 'ifrs']",both,901,3,7,Mohandessin, Giza,164
Senior Accountant,Full Time,on-site,UNITED METALS COMPANY,"6th of October, Giza",18,96,1,Experienced (Non-Manager),Bachelor'S Degree,12000 To 13000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial', 'accounting software', 'excel', 'financial analysis', 'financial', 'business', 'certified accountant', 'certified public accountant', 'gaap', 'general ledger']",both,901,5,13,6th of October, Giza,96
Senior Accountant,Full Time,on-site,Al-Bostany Group,"Cairo, Egypt",28,185,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting principles', 'finance', 'financial accounting', 'financial', 'financial analysis', 'gaap', 'general ledger', 'senior', 'accounting', 'financial', 'ledger', 'business']",both,901,3,,Cairo, Egypt,185
Senior Accountant,Full Time,on-site,Decent Home,"Heliopolis, Cairo",4,105,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting software', 'finance', 'financial analysis', 'accounting', 'business', 'financial', 'financial', 'financial records']",both,901,7,,Heliopolis, Cairo,105
Senior Accountant - Construction,Full Time,on-site,KinanCo,"Cairo, Egypt",18,117,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Annual Bonus",Accounting/Finance,"['accounting', 'construction', 'financial', 'accounting software', 'cost accounting', 'financial analysis', 'finance']",both,901,5,10,Cairo, Egypt,117
Senior Accountant - Furniture Manufacturing,Full Time,on-site,C.Reality,"Zamalek, Cairo",28,167,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Yearly Bonus. Medical Insurance.",Accounting/Finance,"['senior accountant', 'general accountant', 'accountant']",both,901,5,7,Zamalek, Cairo,167
Senior Accountant - General Accountant,Full Time,on-site,Powergreen,"6th of October, Giza",26,199,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'accountant', 'finance', 'financial analysis', 'financial', 'microsoft', 'audit', 'banking']",both,901,5,12,6th of October, Giza,199
Senior Accountant - Hurghada,Full Time,on-site,Flordor,"Hurghada, Red Sea",56,57,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['odoo erp', 'accountant', 'excel', 'finance', 'accounting', 'financial analysis', 'financial', 'general ledger', 'accounting software', 'freshbooks', 'microsoft excel', 'odoo']",Male,901,3,5,Hurghada, Red Sea,57
Senior Accountant - REMOTE - Hurghada Residents,Full Time,on-site,Boston Federal Financial,"Hurghada, Red Sea",56,130,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Monthly Bonus + Medical Insurance Salary Based On Experience",Accounting/Finance,"['accounting software', 'certified accountant', 'certified public accountant', 'excel', 'accounting', 'financial analysis', 'financial', 'gaap', 'general ledger', 'business', 'finance', 'financial']",both,901,4,7,Hurghada, Red Sea,130
Senior Accountant A/R,Full Time,on-site,Kirmena Jewellery,"Obour City, Cairo",56,200,1,Experienced (Non-Manager),Not Specified,"Confidential, Incentive",Accounting/Finance,"['accounting', 'ar', 'finance']",both,901,3,5,Obour City, Cairo,200
Senior Accounting Specialist,Full Time,on-site,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo",28,53,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'collection', 'certified accountant', 'certified public accountant', 'excel', 'finance', 'financial analysis', 'microsoft', 'payroll', 'reporting', 'software']",both,901,3,6,Maadi, Cairo,53
Senior Accounts Receivable Accountant,Full Time,on-site,Semak,"Dokki, Giza",17,203,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical And Social Insurance.",Accounting/Finance,"['accounts receivable', 'accounting', 'microsoft excel', 'receivable', 'finance', 'enterprise resource planning', 'microsoft', 'financial analysis', 'customer service']",both,901,3,4,Dokki, Giza,203
Senior Billing Accountant (Maadi),Full Time,on-site,Raya Distribution,"Maadi, Cairo",56,92,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['finance', 'billing', 'accounting', 'financial analysis', 'oracle system', 'oracle']",both,901,2,3,Maadi, Cairo,92
Senior Billing and Collection Specialist,Full Time,on-site,Not Specified,"Mohandessin, Giza",9,20,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'administration', 'business', 'billing', 'business administration', 'collections', 'collection', 'call center', 'finance', 'customer service', 'microsoft', 'medical']",both,901,3,5,Mohandessin, Giza,20
Senior Corporate Treasurer,Full Time,on-site,Abo Samra Travel,"Cairo, Egypt",4,13,1,Manager,Bachelor'S Degree,"Confidential, Bonuses",Accounting/Finance,"['good command of english langiage', 'soild financial modelling', 'excellent ms', 'accounting', 'communication', 'corporate sales', 'customer service', 'finance', 'financial']",both,901,7,10,Cairo, Egypt,13
Senior Cost Accountant,Full Time,on-site,Chema Foam,"10th of Ramadan City, Sharqia",56,80,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'cost accounting', 'enterprise resource planning', 'finance', 'financial analysis', 'costing', 'cost', 'certified accountant', 'sap', 'manufacturing', 'financial', 'financial accounting', 'excel']",both,901,5,10,10th of Ramadan City, Sharqia,80
Senior Cost Accountant,Full Time,on-site,Koudijs Kapo Feed,"Bourj Alarab, Alexandria",24,107,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['cost accounting', 'enterprise resource planning', 'english', 'excel', 'oracle']",both,901,7,15,Bourj Alarab, Alexandria,107
Senior Cost Accountant- Manufacturing Industry,Full Time,on-site,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo",56,85,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonuses & Transportation",Accounting/Finance,"['accounting', 'analytical', 'communication', 'cost accounting', 'erp system', 'finance', 'financial', 'cost', 'english', 'financial analysis', 'enterprise resource planning', 'manufacturing']",both,901,4,6,Obour City, Cairo,85
Senior Cost Analyst,Full Time,on-site,Nacita,"6th of October, Giza",10,31,1,Experienced (Non-Manager),Not Specified,"Confidential, Social Insurance - Medical Insurance - Transportation Allowance",Accounting/Finance,"['analyst', 'accounting', 'business', 'sap', 'cost analyst', 'finance', 'costing', 'analytical', 'cost']",both,901,4,6,6th of October, Giza,31
Senior Financial Accountant,Full Time,on-site,Not Specified,"New Cairo, Cairo",56,191,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis', 'business', 'business administration', 'communication', 'analysis', 'financial', 'microsoft']",both,901,3,5,New Cairo, Cairo,191
Senior Financial Analyst,Full Time,on-site,Gila Electric,"New Cairo, Cairo",28,82,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['finance', 'analyst', 'financial analyst', 'accounting', 'commerce', 'financial', 'financial analysis']",both,901,5,7,New Cairo, Cairo,82
Senior Financial Auditor,Full Time,on-site,Power House Egypt,"6th of October, Giza",24,53,1,Experienced (Non-Manager),Not Specified,0 To 0 EGP Per Month,Accounting/Finance,"['accounting', 'acca', 'auditing', 'audit', 'finance', 'financial analysis', 'internal auditing', 'financial', 'financial', 'cia', 'banking', 'certified public accountant']",both,901,4,7,6th of October, Giza,53
Senior Financial Auditor,Full Time,on-site,Misr Elkheir Foundation,"Mokattam, Cairo",56,43,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['audit', 'auditor', 'certified internal auditor', 'cia', 'esaa', 'finance', 'internal auditor', 'financial', 'commerce', 'financial analysis', 'english', 'accounting']",both,901,4,6,Mokattam, Cairo,43
Senior Financial FP & A Analyst,Full Time,on-site,London International Patient Services,"Heliopolis, Cairo",11,28,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['analysis', 'finance', 'financial planning', 'english', 'enterprise resource planning', 'financial']",both,901,3,5,Heliopolis, Cairo,28
