Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Mid PHP Developer,Full Time,On-site,Profound Agency,"Smouha, Alexandria",Posted 23 days ago,43,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,7000 To 12000 EGP Per Month,IT/Software Development,"['PHP developer', 'PHP', 'Software Development', 'developer', 'Git', 'AJAX', 'Computer Science', 'CSS', 'HTML', 'Information Technology (IT)', 'JavaScript', 'Laravel', 'MySQL', 'WordPress']"
Devops Engineer,Full Time,On-site,,"Cairo, Egypt",Posted 18 days ago,41,2 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['AWS', 'Azure', 'CI/CD', 'Cloud', 'Computer Science', 'DevOps', 'Agile', 'Information Technology (IT)', 'Kubernetes', 'Docker', 'Software Development', 'SQL']"
General Accountant,Full Time,On-site,GLC Paints,"Obour City, Cairo",Posted 24 days ago,262,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'excel', 'ERP', 'Finance', 'MS', 'MS Excel', 'Financial Analysis', 'Financial Management']"
Project Director,Full Time,On-site,,"Sheikh Zayed, Giza",Posted 1 month ago,89,1 open position,15 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Civil Engineering', 'Engineering', 'Project Management', 'Director', 'Management', 'Project', 'Civil', 'Communication', 'Leadership', 'PMP']"
English Teacher,Full Time,On-site,Egyptian British International School,"New Cairo, Cairo",Posted 2 months ago,85,2 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus, And Benefits Such As; Paid Time Off, Discounted Transportation And Discounted Tuition Fees For Staff' Students, Discounted Day Care On Campus And More",Education/Teaching,"['Education', 'Teaching', 'Communication Skills', 'Science', 'English Teaching', 'English']"
Laboratory & Blood Bank Manager,Full Time,On-site,Shorouk Specialised Hospital (Swiss Management),"Shorouk City, Cairo",Posted 13 days ago,19,1 open position,3 To 5 Years,Manager,Not Specified,"Confidential, Social Security. Medical Insurance.",Medical/Healthcare,"['Good Manufacturing Practice (GMP)', 'Good Laboratory Practice (GLP)']"
Quality Assurance / Pharmacist,Full Time,On-site,Akhnaton Trading and distribution - EVA Group Limted,"Cairo, Egypt",Posted 12 days ago,57,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,R&D/Science,"['ISO', 'Pharmacy', 'QA', 'quality', 'Quality Assurance', 'Microsoft Office', 'Microsoft', 'TQM', 'Quality Control', 'Pharmaceutical', 'Pharmaceutical Industries', 'Pharmaceutical Industry', 'Quality analysis']"
Sales Engineer,Full Time,On-site,International co for Electrical & Electronic Industries Electro George,"Giza, Egypt",Posted 3 days ago,11,4 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['Communication', 'Presentation', 'Sales', 'sales skills', 'Sales Target', 'technical', 'Engineering']"
Data Maintenance Specialist,Full Time,On-site,Aqarmap.com,"Alexandria, Egypt",Posted 1 month ago,49,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['Data', 'Research', 'Maintenance', 'troubleshoot', 'Solutions']"
HR Manager,Full Time,On-site,Omega for Mechanical and Electrical Consultation and Contracting,"Downtown, Cairo",Posted 19 days ago,143,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Engineering - Mechanical/Electrical,"['HR', 'Payroll', 'Personnel', 'Recruitment']"
R&D Cost Engineer,Full Time,On-site,Midea Group,"6th of October, Giza",Posted 1 month ago,54,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Cost', 'Engineering', 'Mechanical Engineering', 'R&D']"
Remote Roads Inspection Engineer,Full Time,On-site,Citylogix ME,"New Cairo, Cairo",Posted 1 month ago,30,3 open positions,0 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Performance Bonus",Engineering - Construction/Civil/Architecture,"['Engineering Services', 'Roads', 'Transportation engineering', 'Engineering', 'QA', 'Highways']"
Project Control Manager,Full Time,On-site,City Master Group Developments,"New Cairo, Cairo",Posted 12 days ago,73,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Primavera P6', 'Microsoft Project', 'project control methodologies', 'organizational skills', 'communicate effectively']"
Talent Acquisition Specialist,Full Time,On-site,COB Solution,"Maadi, Cairo",Posted 2 months ago,54,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['Applicant Tracking Systems', 'Human Resources', 'Human Resources (HR)', 'human resources management', 'Interviewing', 'Management', 'Recruiting', 'Recruitment', 'Social Media', 'Communication', 'Talent acquisition', 'Talent']"
HR Manager,Full Time,On-site,DIRAC SYSTEMS,"Heliopolis, Cairo",Posted 21 days ago,344,1 open position,4 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Human Resources,"['Administration', 'English', 'HR', 'Human Resources (HR)', 'Management', 'Microsoft Office', 'Personnel', 'Recruitment', 'Sourcing', 'Training']"
Quality Lab Engineer,Full Time,On-site,Methode Electronics Egypt,"Nasr City, Cairo",Posted 19 days ago,48,1 open position,1 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['Chemistry', 'Quality Assurance', 'Analysis', 'Six Sigma', 'Testing', 'Quality Control', 'Engineering', 'quality', 'Quality engineering']"
Senior Backend Developer - Django,Full Time,On-site,Nexus Analytica,"Shorouk City, Cairo",Posted 27 days ago,44,2 open positions,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Computer Science', 'Information Technology (IT)', 'Software Engineering', 'Software Development', 'Software Testing']"
Maintenance Engineer,Full Time,On-site,Serioplast,"6th of October, Giza",Posted 27 days ago,65,3 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Males Preferred,Installation/Maintenance/Repair,"['Mechanical', 'Maintenance', 'Electrical', 'Plastic', 'Engineering']"
Cost Control Engineer,Full Time,On-site,alfanar,"Cairo, Egypt",Posted 12 days ago,41,2 open positions,4 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Cost Control', 'Cost Estimation', 'Engineering', 'Construction', 'ERP System', 'Cost', 'Quality Control', 'Quality Assurance', 'Planning', 'Management']"
Senior Property Consultant.,Full Time,On-site,Map Estate,"Nasr City, Cairo",Posted 23 days ago,Be the First to Apply,,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Negotiation', 'Communication', 'Real Estate', 'sales skills', 'Sales Target']"
Property Advisor,Full Time,On-site,Premises,"Cairo, Egypt",Posted 26 days ago,Be the First to Apply,,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions And Bonuses",Sales/Retail,"['broker', 'Communication', 'Property', 'Real Estate', 'Real Estate Agent', 'sales skills', 'Sales Target', 'Sales', 'MS Office', 'Presentation']"
Finance Officer,Full Time,On-site,Almosafer,"Mohandessin, Giza",Posted 2 months ago,350,2 open positions,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'analytical', 'English', 'ERP', 'Finance', 'Financial Analysis', 'Financial Management', 'Tourism', 'SAP']"
"New Vacancy ""Customer Service Rep"" at Vodafone UK and Ireland in Cairo",Full Time,Hybrid,VOIS Egypt,"Cairo, Egypt",Posted 23 days ago,23,100 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Performance Bonus Up To 10K",Customer Service/Support,"['Customer Service', 'Vodafone Uk', 'Vodafone IR', 'English', 'Call Center', 'VOIS', 'Egypt', 'Graduation', 'agent', 'Telesales', 'work from home', 'Customer Service Customer Support Customer Care Customer Relations Customer Satisfaction Customer Retention Customer Operations Performance Centre Customer Service Management Customer Experience Customer Survey Customer Service Representative Customer Sup', 'Sutherland', 'Intelcia', 'Teleperformance', 'Expedia', 'Tabby', 'UK', 'USA', 'Canada', 'drop out', 'remote', '', '', '', '', '', '', '', '', '', '', '', '', '']"
FMCG Production Section Head,Full Time,On-site,Marbella For Food Industry,"6th of October, Giza",Posted 2 months ago,75,1 open position,More Than 7 Years,Manager,Bachelor'S Degree,Male,Operations/Management,"['FMCG', 'Engineering', 'food safety', 'Food', 'GMP', 'Management', 'Manufacturing', 'Mechanical', 'Mechanical Engineering', 'Microsoft Office', 'Safety', 'Production']"
Steel Sales Engineer,Full Time,Remote,Youmats,"Cairo, Egypt",Posted 27 days ago,36,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,7000 To 10000 EGP Per Month,Sales/Retail,"['Sales', 'Civil Engineering', 'sales skills', 'Steel', 'Technical Sales', 'Communication', 'Engineering', 'Design', 'Mechanical Engineering', 'Sales Target', 'Microsoft Office']"
Team Member,Full Time,On-site,Fruit Basket International ( FBI ),"New Cairo, Cairo",Posted 1 month ago,17,1 open position,Not Specified,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['team member', 'Cashiering', 'Customer Service', 'Management', 'Hotel, Restaurant, Cafe', 'club']"
Backend Developer,Full Time,Remote,Rescounts,"Cairo, Egypt",Posted 1 month ago,154,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,20000 To 25000 EGP Per Month,IT/Software Development,"['AWS', 'Agile', 'Software Engineering', 'Docker', 'Git', 'Computer Science', 'Information Technology (IT)', 'Engineering', 'Design']"
Production Engineer,Full Time,On-site,National Paints,"Obour City, Cairo",Posted 20 days ago,133,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,"Confidential, Transportation Provided + Daily Meal+ Social+ Medical Insurance",R&D/Science,"['Engineering', 'Manufacturing', 'Mechanical Engineering', 'Production', 'Production Engineering', 'Communication skills', 'Coating', 'Paints', 'Coloring']"
Marketing Specialist,Full Time,On-site,Crafted,"Giza, Egypt",Posted 23 days ago,23,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Communication', 'Content', 'Social Media', 'Marketing', 'social media management', 'social', 'Management']"
Artistic Designer for Canvas Print Production - Proficiency in AI Tools Required,Full Time,On-site,Osolutions,"Nasr City, Cairo",Posted 1 month ago,7,1 open position,1 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['design', 'drawing', 'canvas', 'ai']"
AI Engineer,Full Time,Remote,,"Heliopolis, Cairo",Posted 1 month ago,339,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development,"['AI', 'Analysis', 'Algorithms', 'Computer Science', 'Data Analysis', 'Data', 'Development', 'Engineering', 'Frameworks', 'Information Technology (IT)', 'Machine Learning', 'Programming']"
Human Resource Recruiter,Full Time,On-site,,"Maadi, Cairo",Posted 2 months ago,122,1 open position,0 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, TBD",Human Resources,"['HR Specialist', 'Social Media', 'Marketing', 'Microsoft Office', 'Management', 'administrative assistant', 'Scan to BIM', 'Revit']"
Senior Graphic Designer,Full Time,On-site,Main Marks,"New Cairo, Cairo",Posted 4 days ago,27,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Design', 'Adobe Photoshop', 'indesign', 'illustrator']"
Customer Service Representative,Full Time,On-site,Rameda,"New Cairo, Cairo",Posted 2 months ago,36,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Customer Service/Support,"['Communication skills', 'MS Office', 'Communication', 'Customer Service', 'Customer Care', 'Customer', 'Customer Support', 'Representative', 'Customer service representative', 'Sales']"
Clinical Pharmacist,Full Time,On-site,Saudi German Hospital,"Agami, Alexandria",Posted 21 days ago,48,1 open position,More Than 2 Years,Experienced (Non-Manager),Not Specified,0 To 0 EGP Per Month,Medical/Healthcare,"['Healthcare', 'Clinical Pharmacy', 'Medical', 'Clinical', 'Pharmaceutical', 'Pharmacy']"
Senior .NET Developer,Full Time,On-site,Advanced Solutions,"Nasr City, Cairo",Posted 18 days ago,41,1 open position,6 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['back-end', 'Computer Science', 'Software Development', '.Net', 'Angular', 'Software', 'Software Engineering', 'SQL', 'Web Development', 'Engineering', 'ASP.Net', 'Agile', 'Information Technology (IT)', 'React']"
Front End Developer - Angular / Remote,Full Time,Remote,IQRA Network,"Mokattam, Cairo",Posted 19 days ago,115,3 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,25000 To 35000 EGP Per Month,Creative/Design/Art,"['Agile', 'Angular', 'Computer Science', 'CSS3', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'JSON', 'Software', 'Software Development', 'UI', 'Git', 'Web', 'LMS']"
warehouse supervisor,Full Time,On-site,Cleopatra Hospitals Group,"Heliopolis, Cairo",Posted 2 months ago,136,1 open position,3 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Supply Chain', 'Logistics', 'Warehouse', 'Warehousing']"
Reception,Full Time,On-site,Capital hills development,"New Cairo, Cairo",Posted 18 days ago,27,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,8000 To 10000 EGP Per Month,Administration,"['Front Office', 'Microsoft Office', 'Communication', 'Office management', 'Reception']"
Swiss Club Manager,Full Time,On-site,Swiss Club Cairo,"Kit Kat, Giza",Posted 22 days ago,34,1 open position,5 To 10 Years,Manager,Not Specified,Confidential,Business Development,"['Management', 'Business Administration', 'food and beverage', 'Communication', 'Social Media', 'Restaurant Management', 'Facility Management']"
Italian Travel Consultant (Sales),Full Time,On-site,International Organization for E-Tourism Industry IOETI,"Maadi, Cairo",Posted 12 days ago,5,8 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Fixed Net+1000 After Third Month+ Commission After Third Month",Customer Service/Support,"['Italian', 'Tourism', 'Travel', 'Customer Service', 'Communication']"
Senior Accountant,Full Time,On-site,الااونا لتكنولوجيا المعلومات ش ذ م م,"10th of Ramadan City, Sharqia",Posted 2 months ago,120,1 open position,3 To 20 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Financial Management', 'GAAP', 'Finance', 'Financial Analysis', 'Financial', 'excel', 'Microsoft Excel', 'Financial Reporting', 'Reporting', 'Communication skills', 'business']"
Operations Manager,Full Time,On-site,,"New Cairo, Cairo",Posted 21 days ago,263,1 open position,1 To 5 Years,Manager,Bachelor'S Degree,"Confidential, Commotion",Operations/Management,"['Arabic', 'Communication', 'Control', 'Development', 'English', 'Financial Management', 'Hospitality', 'Management', 'Microsoft Office', 'Operations', 'TO', 'Sales', 'Analysis', 'business', 'Leadership', 'Logistics', 'Operations Management']"
E-commerce Fashion Marketing Specialist,Full Time,On-site,Mii,"New Cairo, Cairo",Posted 27 days ago,65,1 open position,3 To 5 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Fashion', 'Retail', 'Fashion Retail', 'Communication skills', 'Branch', 'Administration', 'Branch Management', 'Customer Service', 'sales skills', 'Sales', 'Business Administration', 'Store Management', 'Branch Operations', 'Operations', 'Management', 'Retail Sales', 'Sales Field', '']"
Supervisor (Restaurant\ Cafe),Full Time,On-site,tayf egypt,"New Cairo, Cairo",Posted 18 days ago,9,1 open position,4 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Hospitality/Hotels/Food Services,"['Customer Service', 'Leadership']"
ERP System Analyst,Full Time,On-site,Xceed Contact Center,"Maadi, Cairo",Posted 2 months ago,225,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development,"['ERP', 'Engineering', 'Computer Science', 'Software Engineering', 'System Analysis', 'Software Development', 'Software', 'Oracle', 'Programming']"
